,Unnamed: 0,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
28,28,28,1,CSS,43,29,-99.46431221150496,689169.0595594052,702356.5364810007,0
29,29,29,1,CSS,40,27,-99.6449161623256,684785.4625710937,677026.7971678657,0
30,30,30,1,CSS,44,33,-105.74752499792449,667392.4747684284,674325.6849451234,0
31,31,31,1,CSS,34,27,-105.41217149587612,663745.9345941021,690275.9166133736,0
32,32,32,1,CSS,46,34,-103.08973038033696,703402.6037416625,675607.2714072183,0
33,33,33,1,CSS,30,23,-104.36204600319468,678358.7067710153,669520.0343354427,0
34,34,34,1,CSS,52,39,-105.40820401325696,677364.234005409,666745.6755006328,0
35,35,35,1,CSS,38,30,-103.39046038617887,709753.2824721852,688966.5913130336,0
36,36,36,1,CSS,38,32,-102.38064444767495,673470.9481259639,680806.9938183919,0
37,37,37,1,CSS,35,28,-98.902174766185,677321.2576242981,690473.8946468281,0
38,38,38,1,CSS,33,19,-97.53357295280604,699125.8364376753,693030.3265283064,0
39,39,39,1,CSS,32,21,-90.08398392604698,685866.0181501346,686809.3157228936,0
40,40,40,1,CSS,30,22,-102.70367674698196,707145.5725550707,683171.1978983217,0
41,41,41,1,CSS,28,18,-105.2992044939961,709775.9197790899,674318.5621224925,0
42,42,42,1,CSS,41,21,-94.20296653991863,684258.3862152135,684576.894676326,0
43,43,43,1,CSS,42,25,-95.19994747822324,686248.6727827297,682144.7039632604,0
44,44,44,1,CSS,22,11,-94.7917911379993,696172.9097991649,692793.7238283519,0
45,45,45,1,CSS,50,31,-95.04647309275012,692922.5599113784,682462.0561858097,0
46,46,46,1,CSS,34,25,-98.30991120339854,699836.2766154008,693863.8610019449,0
47,47,47,1,CSS,26,16,-93.85015203986082,695474.4425216642,692453.6555235595,0
48,48,48,1,CSS,46,36,-101.21956897524429,697510.9026856852,703032.0306878692,0
49,49,49,1,CSS,39,24,-95.39422271907004,682111.1998001646,685891.7235100993,0
50,50,50,2,FHSS,19,5,-101.89059081750392,674576.7581114915,680864.1970349381,0
51,51,51,2,FHSS,18,11,-99.72450538097632,684657.1324615552,701876.8369049098,0
52,52,52,2,FHSS,9,5,-103.73522649742236,699441.3404512767,708055.140663926,0
53,53,53,2,FHSS,15,6,-105.14600128549831,667389.7041083026,677778.9828522833,0
54,54,54,2,FHSS,11,7,-105.13379274878956,711116.4485559524,701550.7559564227,0
55,55,55,2,FHSS,11,1,-90.18238354548204,688860.0359974091,684997.9294655782,0
56,56,56,2,FHSS,13,9,-102.37379638468715,702138.5648403286,702279.8110751035,0
57,57,57,2,FHSS,14,8,-105.73890777880244,679236.6036381589,664764.4638631048,0
58,58,58,2,FHSS,15,5,-101.95770014362792,679706.5498505173,675145.9882369848,0
59,59,59,2,FHSS,17,7,-105.805038479145,673417.6372378051,711000.1484345715,0
60,60,60,2,FHSS,18,10,-98.00298946280776,696565.3283017721,681130.8328720932,0
61,61,61,2,FHSS,18,12,-105.92178069750662,690795.221733181,716607.1545600838,0
62,62,62,2,FHSS,13,6,-105.9566347599302,677060.5425953373,665018.6183480024,0
63,63,63,2,FHSS,17,7,-92.96541640644676,695350.7941919924,687907.8267785518,0
64,64,64,2,FHSS,10,1,-95.60319774488184,682362.7444606888,693796.4062853539,0
65,65,65,2,FHSS,16,5,-96.57629438571271,681510.287705931,694289.0288832014,0
66,66,66,2,FHSS,18,8,-103.06704700935732,708721.7253354687,692786.1065402547,0
67,67,67,2,FHSS,21,6,-92.71331749420251,693271.6131585259,693940.8160810607,0
68,68,68,2,FHSS,7,6,-105.24991913541444,667555.0487265914,676857.9610124723,0
69,69,69,2,FHSS,12,6,-104.32193217830356,667134.8375409036,693511.6813244027,0
70,70,70,2,FHSS,15,7,-102.85742564305424,680646.9411527733,706422.1267725456,0
71,71,71,2,FHSS,16,8,-103.83691429858432,692208.7284810131,668174.171170744,0
72,72,72,2,FHSS,10,5,-95.95399024411864,684686.0392406576,696648.5029858644,0
73,73,73,2,FHSS,14,7,-100.80792821962952,695282.3099666903,675484.1252169552,0
74,74,74,2,FHSS,16,7,-105.64451820810878,664269.8040107414,681435.7361562572,0
75,75,75,2,FHSS,18,12,-99.29160015398764,700612.7009452013,683441.8142097668,0
76,76,76,2,FHSS,17,6,-95.62213690227009,697442.3083740275,687240.9896617195,0
77,77,77,2,FHSS,10,4,-99.43576941776462,691267.5349769647,676639.9179160636,0
78,78,78,2,FHSS,14,10,-104.46461653766372,683619.4968716353,667125.6437539562,0
79,79,79,2,FHSS,13,5,-104.04078402251515,711338.5195148285,689668.6137051082,0
80,80,80,2,FHSS,21,7,-88.31633324245158,689737.9013856844,692983.6166455623,0
81,81,81,2,FHSS,16,7,-95.9526451110995,689171.77317348,680772.3462290646,0
82,82,82,2,FHSS,13,5,-104.18255713537462,681029.6544309056,710065.1210118327,0
83,83,83,2,FHSS,15,4,-99.70105769449154,699410.2288035494,680632.9961413239,0
84,84,84,2,FHSS,18,9,-103.66801730851472,698462.2584417945,708368.9411321232,0
85,85,85,2,FHSS,20,6,-103.56711901702624,675155.2268276331,674312.4346585608,0
86,86,86,2,FHSS,16,6,-91.05068169857203,684635.4377729672,688249.0141414077,0
87,87,87,2,FHSS,14,5,-93.85311362393892,694029.2029786127,694383.5933195532,0
88,88,88,2,FHSS,14,7,-99.00411849546016,699237.1584626146,682046.4524539292,0
89,89,89,2,FHSS,14,9,-105.88974488935128,662766.1004581165,694524.3465431284,0
90,90,90,2,FHSS,9,4,-100.405628495604,676455.157061035,683057.5290902326,0
91,91,91,2,FHSS,9,5,-98.64808253421477,691558.1816668302,701000.2579352633,0
92,92,92,2,FHSS,13,6,-105.07584413610746,667042.732799707,678924.6821774732,0
93,93,93,2,FHSS,15,9,-104.0882136196365,680229.4556467133,669364.4977461019,0
94,94,94,2,FHSS,15,6,-99.99076072951578,682194.9652345721,677698.6491556478,0
95,95,95,2,FHSS,23,12,-105.72295999799344,666188.6970717624,702414.4132934317,0
96,96,96,2,FHSS,18,6,-103.32736058837584,709608.3967718352,689095.7161980782,0
97,97,97,2,FHSS,15,4,-105.88475398366216,676320.211806714,713157.2168202029,0
98,98,98,2,FHSS,6,5,-103.59808555799852,688199.8281229719,668606.857648053,0
99,99,99,2,FHSS,11,3,-104.95234533087196,665061.04081486,688890.2208323911,0
